CVE-2020-9367||Zoho ManageEngine Desktop Central MSP build MSP build 10.0.486中的MPS代理容易受到DLL劫持的影响：dcinventory.exe和dcconfig.exe试图加载CSUNSAPI.dll而不提供完整路径。由于该DLL在安装中缺失，该问题变得更加严重，因此有可能劫持该DLL并随后注入代码，导致权限升级到NT AUTHORITY/SYSTEM。
CVE-2021-0217||运行Juniper Networks Junos OS的EX系列和QFX系列交换机在处理来自相邻客户的某些DHCP数据包时存在漏洞，这些数据包配置了DHCP本地/中继服务器，可能导致DMA内存耗尽，造成拒绝服务（DoS）。随着时间的推移，利用这一漏洞可能导致流量停止转发，或导致fxpc进程崩溃。当数据包DMA堆利用率达到99%时，系统将变得不稳定。可以通过以下命令监控包DMA堆的利用率。user@junos# request pfe execute target fpc0 timeout 30 command "show heap" ID Base Total(b) Free(b) Used(b) % Name -- ---------- ----------- ----------- -- -----------0 213301a8 536870488 387228840 149641648 27 内核 1 91800000 8388608 3735120 4653488 55 DMA 2 92000000 75497472 74452192 1045280 1 PKT DMA DESC 3 d330000 335544320 257091400 78452920 23 Bcm_sdk 4 96800000 184549376 2408 184546968 99 Packet DMA <--- 5 903fffe0 20971504 20971504 0 0 Blob 通过以下日志信息可以观察到问题发生的迹象。12月10日 08:07:00.124 2020年主机名fpc0 brcm_pkt_buf_alloc:523（buf alloc）分配数据包缓冲区失败 12月10日 08:07:00.126 2020年主机名fpc0（buf alloc）分配数据包缓冲区失败 Dec 10 08:07:00.128 2020年主机名fpc0 brcm_pkt_buf_alloc:523（buf alloc）分配数据包缓冲区失败 12月10日 08:07:00.130 2020年主机名C fpc0（buf alloc）分配数据包缓冲区失败 这个问题影响到瞻博网络EX系列和QFX系列的Junos OS。17.4R3-S3之前的17.4R3版本；18.1R3-S6和18.1R3-S11之间的18.1R3版本；18.2R3-S6之前的18.2R3版本；18.3R3-S4之前的18.3R3版本；18.4R2-S5之前的18.4R2版本；18.4R3-S6之前的18.4R3版本；19。1版本在19.1R2和19.1R3-S3之间；19.2版本在19.2R3-S1之前；19.3版本在19.3R2-S5、19.3R3之前；19.4版本在19.4R2-S2、19.4R3之前；20.1版本在20.1R2之前；20.2版本在20.2R1-S2、20.2R2之间。17.4R3之前的Junos OS版本不受此漏洞影响。
CVE-2021-0218||瞻博网络Junos OS的License-check守护进程中存在命令注入漏洞，可能允许本地认证的低权限攻击者以root权限执行命令。License-check是Junos OS中用于管理许可证的守护进程。为了更新许可证，用户通过CLI执行 "请求系统许可证更新 "命令。能够访问该CLI命令的攻击者可能会利用这一漏洞。这个问题影响到瞻博网络Junos操作系统。17.3R3-S9之前的17.3版本；17.4R2-S12、17.4R3-S3之前的17.4版本；18.1R3-S11之前的18.1版本；18.2R3-S6之前的18.2版本；18.3R3-S4之前的18.3版本；18.4R3-S6之前的19.1版本。1R1-S6、19.1R2-S2、19.1R3-S3之前的19.2版本；19.2R3-S1之前的19.3版本；19.3R2-S5、19.3R3之前的19.4版本；20.1R1-S4、20.1R2之前的20.1版本；20.2R1-S2、20.2R2之前的20.2版本。
CVE-2021-0219||瞻博网络Junos操作系统的安装包验证子系统存在命令注入漏洞，可能允许具有权限的本地认证攻击者以root权限执行命令。为了在安装前验证Junos的软件包，管理员通过CLI执行 "request system software add validate-on-host "命令。能够访问该CLI命令的攻击者可能会利用这一漏洞。该问题影响瞻博网络Junos操作系统：17.3R3-S10之前的所有版本；17.4R2-S12、17.4R3-S3之前的17.4版本；18.1R3-S11之前的18.1版本；18.2R2-S8、18.2R3-S6之前的18.2版本；18.3R3-S4之前的18.3版本；18.4R1-S8、18.4R2-S7、18.4R3-S6之前的18.4版本；19。1在19.1R1-S6、19.1R2-S2、19.1R3-S3之前的版本；19.2在19.2R3-S1之前的版本；19.3在19.3R2-S5、19.3R3-S1之前的版本；19。4版本在19.4R2-S2、19.4R3-S1之前；20.1版本在20.1R2之前；20.2版本在20.2R1-S2、20.2R2之前；20.3版本在20.3R1-S1、20.3R2之前。
CVE-2021-0220||Junos Space网络管理平台被发现以可恢复的格式存储共享秘密，可通过用户界面暴露。能够在受害者浏览器中执行任意代码（例如通过XSS）或访问缓存内容的攻击者可能会获得由Junos Space管理的凭证副本。成功攻击的影响包括但不限于获得对连接到Junos Space管理平台的其他服务器的访问。这个问题影响到瞻博网络Junos Space 20.3R1之前的版本。
CVE-2021-0221||在EVPN/VXLAN场景中，如果在PE上配置了带有虚拟网关地址（VGA）的IRB接口，在收到特定的IP组播流量时可能会出现流量循环。该流量环路将导致接口流量异常增加，最终导致数据包处理中的拒绝服务（DoS）。可以用下面的命令来监控接口流量。user@junos> monitor interface traffic Interface Link Input packets (pps) Output packets (pps) et-0/0/1 Up 6492089274364 (70994959) 6492089235319 (70994956) et-0/25 Up 343458103 (1) 156844 (0) ae0 Up 9132519197257 (70994959) 9132519139454 (70994956) 这个问题影响Juniper Networks QFX系列的Junos OS：所有版本在17。3R3-S10之前的所有版本；17.4版本在17.4R2-S12、17.4R3-S3之前的17.4版本；18.1R3-S11之前的18.1版本；18.2R3-S6之前的18.2版本；18.3R3-S4之前的18.3版本；18.4R2-S5、18.4R3-S5之前的18.4版本；19.1R1-S6、19.1R2-S2、19.1R3-S3之前的19.2版本；19.2R1-S5、19.2R3-S1之前的19.3版本；19.3R2-S5、19.3R3之前的19.4版本；19.4R2-S2、19.4R3之前的20.1版本；20.2R1-S2、20.2R2之前的20.2版本。
CVE-2021-0222||瞻博网络Junos OS中的一个漏洞允许攻击者通过从相邻设备向设备发送带有无效有效载荷的某些精心制作的协议数据包，对设备造成拒绝服务（DoS）。这些精心制作的数据包应该被丢弃，但却被复制并发送给RE。随着时间的推移，出现了拒绝服务（DoS）。继续接收这些精心制作的协议数据包将导致一个扩展的拒绝服务（DoS）条件，这可能会由于协议跳动而导致更广泛的流量影响。妥协的一个迹象是检查 "监控接口流量 "的入口和出口端口的数据包数量。对于每个入口数据包，在出口处看到两个重复的数据包。这个问题可以由IPv4和IPv6数据包触发。这个问题影响到通过设备的所有流量。这个问题会影响到。瞻博网络Junos操作系统。EX4300、QFX3500、QFX5100、EX4600上14.1X53-D53之前的版本；EX4300、QFX3500、QFX5100、EX4600上15.1R7-S6之前的版本；EX4300、QFX5100、EX4600上16.1R7-S7之前的版本；17。1在EX4300、QFX5100、EX4600上的17.1R2-S11之前的版本；17.1在EX4300上的117.1R3-S2之前的版本；17.2在EX4300上的17.2R1-S9之前的版本；17.2在EX4300、QFX5100、EX4600、QFX5110、QFX5200上的17.2R3-S3之前的版本；17。在EX4300、QFX5100、EX4600、QFX5110、QFX5200上的17.3R2-S5、17.3R3-S7之前的版本；在EX4300、QFX5100、EX4600、QFX5110、QFX5200上的17.4R2-S9、17.4R3之前的版本；18.1版本在18。1R3-S9，EX4300、QFX5100、EX4600、QFX5110、QFX5200、QFX5210、EX2300、EX3400上的18.2版本；EX4300上18.2R2-S7之前的18.2版本；EX4300、QFX5100、EX4600、QFX5110、QFX5200、QFX5210、EX2300、EX3400上的18.2版本；18.18.3R2-S3之前的3个版本，在EX4300上；18.3R1-S7之前的18.3R3-S1版本，在EX4300、QFX5100、EX4600、QFX5110、QFX5200、QFX5210、QFX5120、EX4650、EX2300、EX3400上；18。4版本之前的18.4R1-S5，18.4R2-S3，18.4R3在EX4300，QFX5100，EX4600，QFX5110，QFX5200，QFX5210，QFX5120，EX4650，EX2300，EX3400上；19.1版本在19.1R1-S4，19.1R2-S1，19。1R3在EX4300, QFX5100, EX4600, QFX5110, QFX5200, QFX5210, QFX5120, EX4650, EX2300, EX3400上；19.2版本在19.2R1-S4之前，19.2R2在EX4300上；19.2版本在19.2R1-S3，19.2R2在QFX5100、EX4600、QFX5110、QFX5200、QFX5210、QFX5120、EX4650、EX2300、EX3400上；19.3版本在19.3R2-S1之前，19.3R3在EX4300上；19。在QFX5100, EX4600, QFX5110, QFX5200, QFX5210, QFX5120, EX4650, EX2300, EX3400上的19.3R1-S1、19.3R2、19.3R3之前的版本。
CVE-2021-0223||瞻博网络Junos操作系统的telnetd.real存在本地权限升级漏洞，可能允许本地认证的shell用户升级权限并以root身份执行任意命令。telnetd.real在出厂时启用了setuid权限，由root用户拥有，允许本地用户以root权限运行telnetd.real。这个问题影响到瞻博网络Junos操作系统：15.1R7-S9之前的所有版本；17.3R3-S11之前的17.3版本；17.4R2-S12、17.4R3-S3之前的17.4版本；18.1R3-S11之前的18.1版本；18.2R3-S6之前的18.2版本；18.3R2-S4、18.3R3-S4之间的18.3版本；18.4版本在18.4R2-S7，18.4R3-S6之前；19.1版本在19.1R2-S2，19.1R3-S4之前；19.2版本在19.2R1-S6，19.2R3-S1之前；19.3版本在19.3R3-S1之前；19.4版本在19.4R2-S2，19.4R3之前；20.1版本在20.1R1-S4，20.1R2之前；20.2版本在20.2R2之前。
CVE-2021-0224||在Juniper Networks Junos OS中，在处理提起大量第二层宽带远程访问用户（BRAS）节点所需的内部资源时存在漏洞，可能导致访问节点控制协议守护程序（ANCPD）崩溃和重启，导致拒绝服务（DoS）情况。继续处理被欺骗的用户节点将产生持续的拒绝服务（DoS）状况。当试图连接的用户数量超过配置的最大发现表项值时，用户无法映射到内部邻居条目，导致ANCPD进程崩溃。这个问题影响到瞻博网络Junos操作系统。17.3R3-S12之前的所有版本；17.4R2-S13之前的17.4版本；18.1R3-S13之前的18.1版本；18.2R3-S8之前的18.2版本；18.3R3-S5之前的18.3版本；18.4R1-S8、18.4R3-S8之前的18.4版本；19。1版本在19.1R3-S4之前；19.2版本在19.2R3-S2之前；19.3版本在19.3R3-S1之前；19.4版本在19.4R3-S1之前；20.1版本在20.1R2之前；20.2版本在20.2R2之前；20.3版本在20.3R2之前。
CVE-2021-0225||在瞻博网络Junos OS Evolved中，对不寻常或异常情况的不恰当检查可能导致无状态防火墙过滤器配置在与其他选项的某些组合中使用 "policer "动作时无法生效。管理员可以使用以下CLI命令查看过滤器配置的故障： user@device> show log kfirewall-agent.log | match ERROR Jul 23 14:16:03 ERROR: filter not supported 这个问题影响Juniper Networks Junos OS Evolved。在20.3R1-S2-EVO、20.3R2-EVO之前的19.1R1-EVO及以上版本。该问题不影响瞻博网络Junos操作系统。
CVE-2021-0226||在瞻博网络Junos OS Evolved设备上，收到一个特定的IPv6数据包可能会导致已建立的IPv6 BGP会话终止，从而产生拒绝服务（DoS）条件。继续接收和处理该数据包将产生一个持续的拒绝服务（DoS）条件。该问题不影响IPv4 BGP会话。该问题影响到IPv6的IBGP或EBGP对等会话。这个问题会影响到瞻博网络Junos OS Evolved。19.4R2-S3-EVO之前的19.4版本；20.1R2-S3-EVO之前的20.1版本；20.2R2-S1-EVO之前的20.2版本；20.3R2-EVO之前的20.3版本。该问题不影响瞻博网络Junos操作系统版本。
CVE-2021-0227|||在SRX系列设备上的Juniper Networks Junos OS J-Web中，对内存缓冲区范围内的操作限制不当，允许攻击者通过发送某些精心制作的HTTP数据包，造成拒绝服务（DoS）。继续接收和处理这些数据包将造成持续的拒绝服务（DoS）状况。当这个问题发生时，网络管理、NTP守护程序（ntpd）和第二层控制协议进程（L2CPD）守护程序可能会崩溃。这个问题影响到SRX系列上的瞻博网络Junos操作系统。17.3R3-S9之前的17.3版本；17.4R2-S11、17.4R3-S2之前的17.4版本；18.2R3-S5之前的18.2版本；18.3R2-S4、18.3R3-S3之前的18.3版本；18.4R2-S5、18。4R3-S4；19.1R3-S2之前的版本；19.2R1-S5、19.2R3之前的版本；19.3R3之前的版本；19.4R2-S1、19.4R3之前的版本；20.1R1-S2、20.1R2之前的版本。
CVE-2021-0228||在（以太网VPN）EVPN-（虚拟可扩展局域网）VXLAN配置中部署了基于Trio的MPC（模块化端口集中器）的瞻博网络MX系列平台存在一个对异常或特殊情况的不当检查漏洞，可能允许攻击者发送特定的第二层流量，导致分布式拒绝服务（DDoS）保护意外触发，造成流量影响。继续接收和处理这个特定的第2层帧将维持拒绝服务（DoS）状态。损害的一个迹象是检查DDOS LACP的违反情况： user@device> show ddos-protection protocols statistics brief | match lacp 这个问题只影响到带有基于Trio的MPC的MX系列平台。其他产品或平台不受影响。这个问题影响到瞻博网络在MX系列上的Junos操作系统。15.1R7-S9之前的版本；17.3R3-S11之前的版本；17.4R3-S4之前的版本；18.1R3-S12之前的版本；18.2R2-S8、18.2R3-S8之前的版本；18.3R3-S4之前的版本；18.4R1-S8、18.4R2-S7、18.4R3-S7之前的版本；19。1版本在19.1R3-S4之前；19.2版本在19.2R1-S6之前；19.3版本在19.3R3-S2之前；19.4版本在19.4R2-S4、19.4R3-S2之前；20.1版本在20.1R2、20.1R3之前；20.2版本在20.2R2-S1、20.2R3之前；20.3版本在20.3R1-S1、20.3R2之前。
CVE-2021-0229||瞻博网络Junos操作系统的消息队列遥测传输（MQTT）服务器存在不受控制的资源消耗漏洞，攻击者可以通过发送特定数据包流，导致MQTT服务器崩溃并重新启动，从而造成拒绝服务（DoS）。一个设计有监听端口的瞻博网络扩展工具包（JET）应用程序使用消息队列遥测传输（MQTT）协议，连接到运行在Junos OS上的mosquitto代理，订阅事件。继续接收和处理这个数据包将产生一个持续的拒绝服务（DoS）条件。这个问题影响到瞻博网络Junos操作系统。17.3R3-S11之前的16.1R1和更高版本；17.4R2-S13、17.4R3-S4之前的17.4版本；18.1R3-S12之前的18.1版本；18.2R2-S8、18.2R3-S7之前的18.2版本；18.3R3-S4之前的18.3版本；18.4R1-S8、18.4R2-S7、18.4R3-S7之前的18.4版本；19。1版本在19.1R3-S5之前；19.2版本在19.2R1-S6、19.2R3-S2之前；19.3版本在19.3R3-S2之前；19.4版本在19.4R2-S4、19.4R3-S2之前；20.1版本在20.1R2-S1、20.1R3之前；20.2版本在20.2R2-S2、20.2R3之前；20.3版本在20.3R1-S1、20.3R2之前。这个问题不影响16.1R1之前的瞻博网络Junos操作系统版本。
CVE-2021-0230|||在配置了链路聚合（lag）的瞻博网络SRX系列设备上，执行任何获取聚合以太网（AE）接口统计数据的操作（包括但不限于SNMP GET请求）都会导致缓慢的内核内存泄漏。如果所有可用的内存被消耗，流量将受到影响，可能需要重新启动。如果发生这个问题，可以看到以下日志。/kernel: rt_pfe_veto:内存消耗过多。Op 1 err 12, rtsm_id 0:-1, msg type 72 /kernel: rt_pfe_veto: free kmem_map memory = (20770816) curproc = kmd 管理员可以使用以下CLI命令来监控内存消耗的状态（ifstat bucket）。user@device > show system virtual-memory no-forwarding | match ifstat Type InUse MemUse HighUse Limit Requests Limit Size(s) ifstat 2588977 162708K - 19633958 <<<< user@device > show system virtual-memory no-forwarding | match ifstat Type InUse MemUse HighUse Limit Requests Limit Size(s) ifstat 3021629 189749K - 22914415 <<<< 此问题影响到SRX系列的Juniper Networks Junos操作系统。17.1版本17.1R3及以上（17.3R3-S11之前）；17.4版本17.4R3-S5之前；18.2版本18.2R3-S7、18.2R3-S8之前；18.3版本18.3R3-S4之前；18.4版本18.4R2-S7、18.4R3-S6之前；19.1版本19。1R3-S4之前的19.2版本；19.2R1-S6之前的19.3版本；19.3R3-S1之前的19.4版本；20.1R2、20.1R3之前的20.1版本；20.2R2-S2、20.2R3之前的20.2版本；20.3R1-S2、20.3R2之前的20.3版本。该问题不影响17.1R3之前的瞻博网络Junos操作系统。
CVE-2021-0231||瞻博网络SRX和vSRX系列中的一个路径遍历漏洞可能允许经过验证的J-web用户读取敏感系统文件。这个问题影响到SRX和vSRX系列的瞻博网络Junos操作系统。19.3R2-S6、19.3R3-S1之前的19.3版本；19.4R2-S4、19.4R3之前的19.4版本；20.1R1-S4、20.1R2之前的20.1版本；20.2R1-S3、20.2R2之前的20.2版本；此问题不影响19.3R1之前的Junos OS版本。
CVE-2021-0232||瞻博网络Paragon Active Assurance控制中心中的一个认证绕过漏洞，可能允许拥有部署的特定信息的攻击者模仿已经注册的测试代理并访问其配置，包括相关的库存细节。如果该问题发生，受影响的测试代理将无法连接到控制中心。这个问题影响到瞻博网络Paragon Active Assurance控制中心2.35.6之前的所有版本；2.36.2之前的2.36版本。
