CVE-2022-21932||Microsoft Dynamics 365 Customer Engagement跨站脚本漏洞。
CVE-2022-22336||IBM Sterling External Authentication Server and IBM Sterling Secure Proxy 6.0.3.0, 6.0.2.0, and 3.4.3.2 可能允许远程用户消耗资源，由于资源泄漏而导致拒绝服务。IBM X-Force ID：219395。
CVE-2022-22337||IBM Sterling B2B Integrator Standard Edition 6.0.0.0至6.1.2.1可能向认证用户泄露敏感信息。IBM X-Force ID：219507。
CVE-2022-22338||IBM Sterling B2B Integrator标准版6.0.0.0至6.1.2.1存在SQL注入漏洞。远程攻击者可以发送特制的SQL语句，这可能允许攻击者查看、添加、修改或删除后端数据库中的信息。IBM X-Force ID：219510。
CVE-2022-22339||IBM Planning Analytics 2.0存在服务器端请求伪造（SSRF）的漏洞。这可能允许已验证的攻击者从系统中发送未经授权的请求，可能导致网络枚举或促进其他攻击。IBM X-Force ID：219736。
CVE-2022-2234||认证的mySCADA myPRO 8.26.0用户可能能够修改参数，直接在操作系统中运行命令。
CVE-2022-22344||IBM Spectrum Copy Data Management 2.2.0.0至2.2.14.3存在HTTP标头注入漏洞，这是由HOST标头对输入的不正确验证造成的。这可能允许攻击者对受攻击系统进行各种攻击，包括跨站脚本、缓存中毒或会话劫持。IBM X-Force ID: 220038
CVE-2022-22345||IBM QRadar 7.3, 7.4, and 7.5存在跨站脚本漏洞。该漏洞允许用户在Web UI中嵌入任意JavaScript代码，从而改变预期功能，可能导致可信会话中的凭证泄露。IBM X-Force ID：220041。
CVE-2022-22346||IBM Spectrum Protect Operations Center 8.1.0.000至8.1.13.xxx存在跨站请求伪造的漏洞，这可能允许攻击者执行从网站信任的用户那里传输的恶意和未经授权的操作。IBM X-Force ID：220048。
CVE-2022-22348||IBM Spectrum Protect Operations Center 8.1.0.000至8.1.13.xxx存在反向标签攻击的漏洞，它可能允许从Operations Center内链接到的页面重写它。一个管理员可以输入一个链接到一个恶意的URL，然后另一个管理员可以点击。一旦点击，这个恶意的URL就会用一个钓鱼页面重写原来的页面。IBM X-Force ID：220139。
CVE-2022-22349IBM Sterling External Authentication Server 3.4.3.2, 6.0.2.0, and 6.0.3.0由于没有正确验证RESTAPI配置数据，因此存在路径遍历漏洞。授权用户可以导入无效的数据，这些数据可以被用来进行攻击。IBM X-Force ID：220144。
CVE-2022-2235||GitLab EE的外部问题跟踪器的消毒不充分，影响到14.5（14.10.5之前）、15.0（15.0.4之前）和15.1（15.1.1之前）的所有版本，当受害者点击恶意制作的ZenTao链接时，攻击者可以执行跨站脚本攻击。
CVE-2022-22350||IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1 可能允许非特权的本地用户利用CAA中的漏洞导致拒绝服务。IBM X-Force ID：220394。
CVE-2022-22351||IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1 可能允许非特权的受信任主机用户利用 nimsh 守护程序中的漏洞，导致另一受信任主机上的 nimsh 守护程序拒绝服务。IBM X-Force ID: 220396
CVE-2022-22352||IBM Sterling B2B Integrator Standard Edition 6.0.0.0至6.1.2.1存在跨站脚本漏洞。该漏洞允许用户在Web UI中嵌入任意的JavaScript代码，从而改变预期的功能，可能导致可信会话中的凭证泄露。IBM X-Force ID: 220398.
CVE-2022-22353||IBM Big SQL on IBM Cloud Pak for Data 7.1.0, 7.1.1, 7.2.0, and 7.2.3可能允许拥有适当权限的认证用户通过使用CREATE TABLE SELECT语句绕过数据屏蔽规则获得敏感信息。IBM X-Force ID：220480。
CVE-2022-22354||IBM Spectrum Protect Plus 10.1.0.0至10.1.9.2和IBM Spectrum Copy Data Management 2.2.0.0至2.2.14.3没有限制连接长度，可能允许发生Slowloris HTTP拒绝服务攻击。这可能导致管理控制台无响应。IBM X-Force ID: 220485.
CVE-2022-22355||IBM MQ Appliance 9.2 CD和9.2 LTS在应用程序的登录组件中存在拒绝服务漏洞，这可能会允许攻击者导致性能下降。
CVE-2022-22356||IBM MQ Appliance 9.2 CD和9.2 LTS可能允许攻击者因有效和无效登录尝试的可观察差异而列举账户凭证。IBM X-Force ID：220487。
CVE-2022-22358||IBM Sterling Partner Engagement Manager 6.1.2, 6.2, and Cloud/SasS 22.2在处理XML数据时容易受到XML外部实体注入（XXE）攻击。远程攻击者可利用该漏洞暴露敏感信息或消耗内存资源。IBM X-Force ID: 220651.
CVE-2022-22359||IBM Sterling Partner Engagement Manager 6.1.2, 6.2, and Cloud/SasS 22.2存在跨网站请求伪造的漏洞，攻击者可以执行从网站信任的用户那里传输的恶意和未经授权的操作。IBM X-Force ID：220652。
CVE-2022-22360||IBM Sterling Partner Engagement Manager 6.1.2, 6.2, and Cloud/SasS 22.2可能允许远程认证的攻击者进行LDAP注入。通过使用特制的请求，攻击者可以利用这一漏洞，并可能导致对未授权资源授予权限。IBM X-Force ID: 220782.
CVE-2022-22361||IBM Business Automation Workflow traditional 21.0.1 to 21.0.3, 20.0.0.1 to 20.0.0.2, 19.0.0.1 to 19.0.0.3, 18.0.0.0 to 18.0.0.1, IBM Business Automation Workflow containers V21.0.1 - V21.0.3 20.0.0.1 to 20.0.0.2、IBM Business Process Manager 8.6.0.0至8.6.0.201803和8.5.0.0至8.5.0.201706存在跨站请求伪造的漏洞，这可能允许攻击者执行从网站信任的用户那里传输的恶意和未经授权的行动。
CVE-2022-22365||IBM WebSphere Application Server 7.0, 8.0, 8.5, and 9.0, 在部署了Ajax Proxy Web Application (AjaxProxy.war)后，容易受到中间人攻击者欺骗SSL服务器主机名的影响。IBM X-Force ID: 220904.
CVE-2022-22366||IBM UrbanCode Deploy (UCD) 6.2.7.15, 7.0.5.10, 7.1.2.6, and 7.2.2.1将用户证书存储为纯文本，本地用户可以读取。IBM X-Force ID：22106。
CVE-2022-22367||IBM UrbanCode Deploy (UCD) 6.2.7.15, 7.0.5.10, 7.1.2.6, and 7.2.2.1可以以明文形式向本地用户披露敏感的数据库信息。IBM X-Force ID: 221008.
CVE-2022-22368||IBM Spectrum Scale 5.1.0至5.1.3.0使用了比预期更弱的加密算法，可能允许攻击者解密高度敏感信息。IBM X-Force ID: 221012。
CVE-2022-22369||IBM Workload Scheduler 9.4和9.5可能允许本地用户覆盖关键系统文件，导致系统崩溃。IBM X-Force ID：221187。
CVE-2022-22370||IBM Security Verify Access 10.0.0.0, 10.0.1.0, 10.0.2.0, and 10.0.3.0存在跨站脚本漏洞。该漏洞允许用户在Web UI中嵌入任意的JavaScript代码，从而改变预期的功能，可能导致可信会话中的凭证泄露。IBM X-Force ID：221194。
CVE-2022-22371：IBM Sterling B2B Integrator标准版6.0.0.0至6.1.2.1在更改密码后不会使会话失效，这可能会使认证用户冒充系统中的其他用户。IBM X-Force ID：221195。
CVE-2022-22373||IBM InfoSphere Information Server 11.7 Pack for SAP Apps and BW Packs中存在不当验证漏洞，可能导致在服务器文件系统上创建目录和文件，其中可能包含堆栈跟踪等非敏感调试信息。IBM X-Force ID：221323。
CVE-2022-22374||BMC（IBM Power 9 AC922 OP910、OP920、OP930和OP940）可能受到固件降级攻击，可能影响其操作主机的能力。IBM X-Force ID：221442。
CVE-2022-2238||在Red Hat Advanced Cluster Management for Kubernetes的search-api容器中，当搜索过滤器中的查询被后端解析时发现了一个漏洞。该漏洞允许攻击者制作含有特殊字符的特定字符串，导致pod崩溃，并在重启时影响系统可用性。
CVE-2022-22387||IBM应用网关存在跨站脚本的漏洞。该漏洞允许用户在Web UI中嵌入任意JavaScript代码，从而改变预期功能，可能导致可信会话中的凭证泄露。IBM X-Force ID：221965。
CVE-2022-22389 IBM Db2 for Linux, UNIX and Windows 9.7, 10.1, 10.5, 11.1, and 11.5存在拒绝服务的漏洞，因为当认证用户执行专门制作的SQL语句时，服务器可能会异常终止。IBM X-Force ID：2219740。
CVE-2022-2239||请求报价WordPress插件在2.3.7版本中没有对一些设置进行消毒和转义，即使在不允许unfiltered_html功能的情况下，也允许管理员等高权限用户执行跨网站脚本攻击。
CVE-2022-22390||IBM Db2 for Linux, UNIX and Windows 9.7, 10.1, 10.5, 11.1, and 11.5可能存在漏洞，在使用表功能时，由于权限管理不当而导致信息泄露。IBM X-Force ID：221973。
CVE-2022-22391||IBM Aspera High-Speed Transfer 4.3.1及更早版本可能允许认证用户从不应该访问的非敏感操作系统文件中获取信息。IBM X-Force ID：222059。
CVE-2022-22392||IBM Planning Analytics Local 2.0可能允许攻击者上传任意可执行文件，当不知情的受害者执行时，可能导致代码执行。IBM X-Force ID：222066。
CVE-2022-22393||IBM WebSphere Application Server Liberty 17.0.0.3至22.0.0.5，配置了adminCenter-1.0功能，可允许认证用户发出请求，获取应用服务器可访问的HTTP/HTTPS端口的状态。IBM X-Force ID：222078。
CVE-2022-22394||IBM Spectrum Protect 8.1.14.000服务器可能允许远程攻击者绕过安全限制，这是由于访问控制执行不当造成的。通过登录，攻击者可以利用此漏洞绕过安全，并获得未经授权的管理员或节点对脆弱服务器的访问。
CVE-2022-22396||在某些情况下，IBM Spectrum Protect Plus 10.1.0.0至10.1.9.3 virgo日志文件中的凭证被打印成明文。凭证可能是远程vSnap、卸载目标或VADP凭证，取决于执行的操作。使用API密钥或证书的凭证不会被打印出来。IBM X-Force ID: 222231。
CVE-2022-2240||请求报价WordPress插件在2.3.7版本中没有验证上传的CSV文件，允许未经认证的用户将恶意CSV文件附加到报价中，一旦管理员下载并打开该文件，可能导致CSV注入。
CVE-2022-22404||IBM App Connect Enterprise Certified Container Dashboard UI（IBM App Connect Enterprise Certified Container 1.5、2.0、2.1、3.0 和 3.1）可能因过度的速率限制而存在拒绝服务的风险。
CVE-2022-2241||4.0.0之前的WordPress插件在更新其设置时没有进行CSRF检查，这可能允许攻击者通过CSRF攻击使登录的管理员改变设置。此外，由于一些插件缺乏验证、净化和转义，也可能导致存储XSS问题。
CVE-2022-22410||IBM Watson Query with Cloud Pak for Data as a Service可能允许认证用户获得敏感信息，从而允许他们检查或改变连接到该服务的系统配置或数据源。IBM X-Force ID: 222763。
CVE-2022-22411||IBM Spectrum Scale Data Access Services (DAS) 5.1.3.1可能允许认证用户插入代码，由于权限过高，攻击者可以操纵集群资源。IBM X-Force ID: 223016。
CVE-2022-22412||IBM Robotic Process Automation 21.0.0, 21.0.1, and 21.0.2可能允许对本地主机（客户机）有访问权限的用户获得登录访问令牌。IBM X-Force ID: 223019。
CVE-2022-22413||IBM Robotic Process Automation 21.0.0, 21.0.1, and 21.0.2存在SQL注入漏洞。远程攻击者可以发送特制的SQL语句，这可能允许攻击者查看、添加、修改或删除后端数据库中的信息。IBM X-Force ID：223022。
CVE-2022-22414||IBM Robotic Process Automation 21.0.2可能允许本地用户从系统内存中获取敏感的Web服务配置凭据。IBM X-Force ID：223026。
CVE-2022-22415|||存在一个漏洞，IBM Robotic Process Automation 21.0.1的普通用户能够获得控制中心某些管理页面的只读权限 IBM X-Force ID：223029。
CVE-2022-22416||IBM Sterling Partner Engagement Manager 6.1.2, 6.2, and Cloud/SasS 22.2存在服务器端请求伪造（SSRF）漏洞。这可能允许经过验证的攻击者从系统中发送未经授权的请求，有可能导致网络枚举或促进其他攻击。IBM X-Force ID：223126。
CVE-2022-22417||IBM Sterling Partner Engagement Manager 6.1.2, 6.2, and Cloud/SasS 22.2存在跨站脚本漏洞。该漏洞允许用户在Web UI中嵌入任意JavaScript代码，从而改变预期功能，可能导致可信会话中的凭证泄露。IBM X-Force ID：223127。
CVE-2022-2242||8.6.5之前版本的KUKA SystemSoftware V/KSS容易出现不恰当的访问控制，当访问控制不可用或未启用（默认）时，未经授权的攻击者可以直接读写机器人配置。
CVE-2022-22423||IBM Common Cryptographic Architecture (CCA 5.x MTM for 4767 and CCA 7.x MTM for 4769)由于输入验证不当，可能允许本地用户导致拒绝服务。IBM X-Force ID：223596。
CVE-2022-22424||IBM QRadar SIEM 7.3, 7.4, and 7.5可能允许本地用户由于不正确的文件权限而从TLS密钥文件中获取敏感信息。IBM X-Force ID：223597。
CVE-2022-224||"IBM InfoSphere Information Server 11.7可能存在CSV注入漏洞。远程攻击者可在系统上执行任意命令，原因是对csv文件内容验证不当。IBM X-Force ID: 223598."
CVE-2022-22426||IBM Spectrum Copy Data Management Admin 2.2.0.0至2.2.15.0可能允许本地攻击者绕过认证限制，这是由于缺乏适当的会话管理造成的。攻击者可以利用这个漏洞绕过身份验证，在未经授权的情况下访问包含元数据的Spectrum Copy Data Management目录。IBM X-Force ID：223718。
CVE-2022-22427||IBM InfoSphere Information Server 11.7存在跨站脚本的漏洞。该漏洞允许用户在Web UI中嵌入任意JavaScript代码，从而改变预期功能，可能导致可信会话中的凭证泄露。IBM X-Force ID: 223720.
CVE-2022-2243||GitLab EE/CE中的访问控制漏洞，影响到14.10.5之前的所有版本，15.0.4之前的15.0，以及15.1.1之前的15.1，允许认证用户列举非链接哨兵项目的问题。
CVE-2022-22433||IBM Robotic Process Automation 21.0.1和21.0.2容易受到外部服务交互攻击，原因是对用户提供的输入进行了不当的验证。远程攻击者可以利用这一漏洞，诱使应用程序执行服务器端DNS查询或对任意域名的HTTP请求。通过提交合适的有效载荷，攻击者可以使应用服务器攻击它可以交互的其他系统。IBM X-Force ID：224156。
CVE-2022-22434||IBM Robotic Process Automation 21.0.0、21.0.1和21.0.2可能允许具有物理访问权限的用户创建修改过的API请求以创建额外的对象。IBM X-Force ID：224159。
CVE-2022-22435||IBM Maximo Asset Management 7.6.1.2存在跨站脚本攻击的漏洞。该漏洞允许用户在Web UI中嵌入任意JavaScript代码，从而改变预期功能，可能导致可信会话中的凭证泄露。
CVE-2022-22436||IBM Maximo Asset Management 7.6.1.2存在跨站脚本漏洞。该漏洞允许用户在Web UI中嵌入任意JavaScript代码，从而改变预期功能，可能导致可信会话中的凭证泄露。IBM X-Force ID：224164。
CVE-2022-2244||GitLab EE/CE中一个不恰当的授权漏洞，影响到14.8（14.10.5之前）、15.0（15.0.4之前）和15.1（15.1.1之前）的所有版本，允许具有记者角色的项目成员在项目的错误跟踪功能中管理问题。
CVE-2022-22441||IBM InfoSphere Information Server 11.7由于存在权限升级漏洞，允许已验证的用户查看更高权限用户和组的信息。IBM X-Force ID：224426。
