CVE-2018-21098||NETGEAR R7800设备在1.0.2.60之前受认证用户的命令注入影响。
CVE-2018-2568||Oracle Sun Systems Products Suite的Integrated Lights Out Manager (ILOM)组件（子组件：远程控制台应用程序）中存在漏洞。受影响的支持版本为3.x和4.x。容易被利用的漏洞允许通过TLS进行网络访问的未经认证的攻击者破坏集成灯管管理器（ILOM）。对该漏洞的成功攻击可导致未经授权更新、插入或删除某些集成化开灯管理器(ILOM)可访问的数据，以及未经授权读取集成化开灯管理器(ILOM)可访问的数据子集和未经授权造成部分拒绝服务(部分DOS)的能力。CVSS 3.0基础得分7.3（机密性、完整性和可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L)。
CVE-2018-2569||Oracle Java Micro Edition的Java ME SDK组件（子组件：安装器）中存在漏洞。受影响的支持版本是8.3。容易被利用的漏洞允许未认证的攻击者在登录到Java ME SDK执行的基础设施后，破坏Java ME SDK。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击会导致对Java ME SDK的接管。注意：这只适用于Windows平台。CVSS 3.0基础得分7.8（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H）。
CVE-2018-2570||在Oracle Communications Applications的Oracle Communications Unified Inventory Management组件（子组件：Portal）中存在漏洞。受影响的支持版本为7.2.4.2.x和7.3。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP入侵Oracle Communications Unified Inventory Management。成功攻擊此漏洞可導致未經授權更新、插入或刪除某些Oracle Communications Unified Inventory Management可存取的資料，以及未經授權讀取Oracle Communications Unified Inventory Management可存取的資料子集，以及未經授權造成Oracle Communications Unified Inventory Management部分拒絕服務（部分DOS）的能力。CVSS 3.0基础得分6.3（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L）。
CVE-2018-2571||Oracle Communications Applications的Oracle Communications Unified Inventory Management组件（子组件：Portal）中存在漏洞。受影响的支持版本为7.2.4.2.x和7.3。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP入侵Oracle Communications Unified Inventory Management。对该漏洞的成功攻击可导致对某些Oracle通信统一库存管理可访问数据的未授权更新、插入或删除访问，以及对Oracle通信统一库存管理可访问数据子集的未授权读取访问。CVSS 3.0基础得分5.4（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N）。
CVE-2018-2572||在Oracle供应链产品套件的Oracle Agile Product Lifecycle Management for Process组件（子组件：安装）存在漏洞。受影响的支持版本为6.1.1.6、6.2.0.0和6.2.1.0。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问，损害Oracle Agile Product Lifecycle Management for Process。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle Agile Product Lifecycle Management for Process中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对某些Oracle Agile Product Lifecycle Management for Process可访问数据的未授权更新、插入或删除访问，以及对Oracle Agile Product Lifecycle Management for Process可访问数据子集的未授权读取访问。CVSS 3.0基础得分6.1（机密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N）。
CVE-2018-2573||在Oracle MySQL的MySQL Server组件（子组件：Server: GIS）中存在漏洞。受影响的支持版本为5.6.38及之前的版本和5.7.20及之前的版本。容易被利用的漏洞允许具有网络访问权的低权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分6.5（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2574||Oracle Siebel CRM的Siebel CRM Desktop组件（子组件：Outlook Client）中存在漏洞。受影响的支持版本是16.0和17.0。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP控制Siebel CRM Desktop。对该漏洞的成功攻击可导致对关键数据或所有Siebel CRM Desktop可访问数据的未授权创建、删除或修改访问，以及对关键数据的未授权访问或对所有Siebel CRM Desktop可访问数据的完全访问。CVSS 3.0基础得分8.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N）。
CVE-2018-2575||Oracle数据库服务器的核心RDBMS组件中存在漏洞。受影响的支持版本为11.2.0.4、12.1.0.2和12.2.0.1。难以利用的漏洞允许拥有本地登录权限的高权限攻击者通过多种协议进行网络访问，从而破坏核心RDBMS。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可导致对Core RDBMS可访问数据子集的未经授权的读取访问。注：仅适用于Windows平台。CVSS 3.0基础得分2.0（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:H/UI:R/S:U/C:L/I:N/A:N）。
CVE-2018-2576||在Oracle MySQL的MySQL服务器组件中存在漏洞（子组件：服务器：DML）。受影响的支持版本为5.7.20及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2577||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：内核）中存在漏洞。受影响的支持版本为11.3。容易被利用的漏洞允许登录到Solaris执行的基础设施的低权限攻击者损害Solaris。对该漏洞的成功攻击可导致对关键数据的未授权访问或对所有Solaris可访问数据的完全访问。CVSS 3.0基础得分5.5（保密性影响）。CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N)。
CVE-2018-2578||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：内核）中存在漏洞。受影响的支持版本为11.3。难以利用的漏洞允许具有登录到Solaris执行的基础设施的高权限攻击者损害Solaris。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Solaris中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Solaris的接管。CVSS 3.0基础得分7.2（保密性、完整性和可用性影响）。CVSS向量：（CVSS:3.0/AV:L/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2579||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件（子组件：库）中存在漏洞。受影响的支持版本有Java SE：6u171、7u161、8u152和9.0.1；Java SE Embedded：8u151；JRockit。R28.3.16.难以利用的漏洞允许未认证的攻击者通过多个协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。对该漏洞的成功攻击可导致对Java SE、Java SE Embedded、JRockit可访问数据子集的未授权读取访问。注意：此漏洞适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。它也可以通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，如通过网络服务来利用。CVSS 3.0基础得分3.7（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N）。
CVE-2018-2580||Oracle电子商务套件的Oracle应用DBA组件（子组件：ADPatch）中存在漏洞。受影响的支持版本为12.1.3、12.2.3、12.2.4、12.2.5、12.2.6和12.2.7。容易被利用的漏洞允许高权限的攻击者登录到Oracle应用DBA执行的基础设施，从而破坏Oracle应用DBA。该漏洞的成功攻击可导致对关键数据的未授权访问或对所有Oracle应用DBA可访问数据的完全访问。CVSS 3.0基础得分4.4（保密性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N）。
CVE-2018-2581||Oracle Java SE的Java SE组件（子组件：JavaFX）中存在漏洞。受影响的支持版本是Java SE：7u161、8u152和9.0.1。容易被利用的漏洞允许未经认证的攻击者通过多种协议进行网络访问，从而破坏Java SE。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Java SE中，但攻击可能对其他产品产生重大影响。对该漏洞的成功攻击可能导致对Java SE可访问数据子集的未授权读取访问。注意：该漏洞适用于Java部署，通常是在运行沙盒化的Java Web Start应用程序或沙盒化的Java小程序的客户端，加载和运行不受信任的代码（例如，来自互联网的代码），并依赖Java沙盒的安全性。该漏洞不适用于通常在服务器中的Java部署，这些部署只加载和运行受信任的代码（例如，由管理员安装的代码）。CVSS 3.0基础得分4.7（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:N/A:N）。
CVE-2018-2582||Oracle Java SE的Java SE、Java SE Embedded组件（子组件：Hotspot）中存在漏洞。受影响的支持版本是Java SE：8u152和9.0.1；Java SE Embedded：8u151。容易被利用的漏洞允许未经认证的攻击者通过多种协议访问网络，从而破坏Java SE、Java SE Embedded。成功的攻击需要攻击者以外的人的互动。此漏洞的成功攻击可导致对关键数据或所有Java SE、Java SE Embedded可访问数据的未授权创建、删除或修改访问。注意：此漏洞适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。它也可以通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，如通过网络服务来利用。CVSS 3.0基础得分6.5（完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N）。
CVE-2018-2583||在Oracle MySQL的MySQL Server组件（子组件：存储过程）中存在漏洞。受影响的支持版本为5.6.38及之前的版本和5.7.20及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。虽然该漏洞存在于MySQL服务器中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分6.8（可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H)。
CVE-2018-2584||Oracle Fusion Middleware的Oracle WebCenter Sites组件（子组件：高级用户界面）中存在漏洞。受影响的支持版本为11.1.1.8.0。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP来破坏Oracle WebCenter Sites。对该漏洞的成功攻击可导致对Oracle WebCenter Sites可访问数据子集的未授权读取访问。CVSS 3.0基础得分4.3（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N）。
CVE-2018-2585||Oracle MySQL的MySQL连接器组件（子组件：Connector/Net）中存在漏洞。受影响的支持版本是6.9.9及以前的版本和6.10.4及以前的版本。容易被利用的漏洞允许未经认证的攻击者通过多种协议访问网络，从而破坏MySQL连接器。对该漏洞的成功攻击可导致未经授权的能力，导致MySQL连接器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分7.5（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2586||在Oracle MySQL的MySQL服务器组件中存在漏洞（子组件：服务器：DML）。受影响的支持版本为5.7.20及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H)。
CVE-2018-2587||Oracle Fusion Middleware的Oracle Access Manager组件（子组件：Web服务器插件）中存在漏洞。受影响的支持版本为10.1.4.3.0、11.1.2.3.0和12.2.1.3.0。难以利用的漏洞允许未认证的攻击者通过HTTP的网络访问损害Oracle Access Manager。对该漏洞的成功攻击可导致对关键数据或所有Oracle Access Manager可访问数据的未授权创建、删除或修改访问，以及对Oracle Access Manager可访问数据子集的未授权读取访问。CVSS 3.0基础得分6.5（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N）。
CVE-2018-2588||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件（子组件：LDAP）中存在漏洞。受影响的支持版本有Java SE：6u171、7u161、8u152和9.0.1；Java SE Embedded：8u151；JRockit。R28.3.16.容易被利用的漏洞允许低权限的攻击者通过多个协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。成功攻擊此漏洞可導致未經授權讀取 Java SE、Java SE Embedded、JRockit 可存取資料的子集。注意：此漏洞适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。它也可以通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，如通过网络服务来利用。CVSS 3.0基础得分4.3（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N）。
